ID;Nom;Année de sortie;Classification;Durée (min);Note;Nombre de votant;Revenus;Genre1;Genre2;Genre3
504;All the President's Men;1976;Tous publics;138;7,9;119 893;$70.60M;Drama; History; Thriller
505;Les dix commandements;1956;Tous publics;220;7,9;74 253;$93.74M;Adventure; Drama; Family
506;Togo;2019;Tous publics;113;7,9;;;Adventure; Biography; Drama
507;Lettres d'Iwo Jima;2006;Tous publics;141;7,9;166 058;$13.76M;Action; Adventure; Drama
508;Le lion en hiver;1968;Tous publics;134;7,9;32 549;$22.28M;Biography; Drama; History
509;A Taxi Driver;2017;12;137;7,9;27 205;$1.53M;Action; Drama; History
510;De sang-froid;1967;12;134;7,9;;;Biography; Crime; Drama
511;Kagemusha : L'Ombre du guerrier;1980;Tous publics;180;7,9;;;Drama; History; War
512;Le cuirassé Potemkine;1925;Tous publics;75;7,9;59 423;$0.05M;Drama; History; Thriller
513;Airlift;2016;Tous publics;130;7,9;;;Action; Drama; History
514;Tombstone;1993;Tous publics;130;7,8;155 496;$56.51M;Biography; Drama; History
515;Dunkerque;2017;Tous publics;106;7,8;680 609;$188.37M;Action; Drama; History
516;The Big Short: Le casse du siècle;2015;Tous publics;130;7,8;445 851;$70.26M;Biography; Comedy; Drama
517;Les Figures de l'ombre;2016;Tous publics;127;7,8;240 052;$169.61M;Biography; Drama; History
518;L'étoffe des héros;1983;Tous publics;193;7,8;63 134;$21.50M;Adventure; Biography; Drama
519;Glory;1989;Tous publics;122;7,8;138 604;$26.83M;Biography; Drama; History
520;N.W.A: Straight Outta Compton;2015;Tous publics avec avertissement;147;7,8;208 660;$161.20M;Biography; Drama; History
521;La déchirure;1984;12;141;7,8;57 149;$34.70M;Biography; Drama; History
522;L'échange;2008;Tous publics;141;7,8;259 670;$35.74M;Biography; Crime; Drama
523;Pride;2014;Tous publics;119;7,8;;;Biography; Comedy; Drama
524;Aguirre, la colère de Dieu;1972;Tous publics;95;7,8;;;Action; Adventure; Biography
525;Les oubliés;2015;Tous publics avec avertissement;100;7,8;43 153;$0.44M;Drama; History; War
526;The Kerala Story;2023;;138;7,7;;;Drama; History;
527;La chute du faucon noir;2001;12;144;7,7;406 284;$108.64M;Action; Drama; History
528;Apollo 13;1995;Tous publics;140;7,7;302 847;$173.84M;Adventure; Drama; History
529;Les Sept de Chicago;2020;16;129;7,7;;;Drama; History; Thriller
530;Malcolm X;1992;Tous publics;202;7,7;97 953;$48.17M;Biography; Drama; History
531;Alien - Le 8ème passager;1979;12;117;8,5;901 600;$78.90M;Horror; Sci-Fi;
532;Psychose;1960;18;109;8,5;686 325;$32.00M;Horror; Mystery; Thriller
533;Shining;1980;12;146;8,4;1 046 806;$44.02M;Drama; Horror;
534;The Thing;1982;13;109;8,2;437 594;$13.78M;Horror; Mystery; Sci-Fi
535;Tumbbad;2018;;104;8,2;;;Drama; Fantasy; Horror
536;L'Exorciste;1973;18;122;8,1;420 269;$232.91M;Horror;;
537;Les diaboliques;1955;Tous publics;117;8,1;67 298;$1.09M;Crime; Drama; Horror
538;Rosemary's Baby;1968;12;137;8,0;;;Drama; Horror;
539;Qu'est-il arrivé à Baby Jane?;1962;12;134;8,0;58 709;$4.05M;Drama; Horror; Thriller
540;Le cabinet du docteur Caligari;1920;Tous publics;78;8,0;;;Horror; Mystery; Thriller
541;The Blue Elephant;2014;;170;8,0;;;Drama; Horror; Mystery
542;Shaun of the Dead;2004;12;99;7,9;570 383;$13.54M;Comedy; Horror;
543;Morse;2008;12;114;7,9;221 259;$2.12M;Drama; Fantasy; Horror
544;Nosferatu le vampire;1922;Tous publics;94;7,9;;;Fantasy; Horror;
545;King Kong, la huitième merveille du monde;1933;Tous publics;100;7,9;87 774;$10.00M;Adventure; Horror; Sci-Fi
546;Predator;1987;12;107;7,8;433 658;$59.74M;Action; Adventure; Horror
547;J'ai rencontré le diable;2010;16 avec avertissement;144;7,8;136 720;$0.13M;Action; Crime; Drama
548;Zombie : Le Crépuscule des morts-vivants;1978;X;127;7,8;124 040;$5.10M;Horror; Thriller;
549;La Nuit des morts-vivants;1968;18;96;7,8;133 067;$0.09M;Horror; Thriller;
550;Freaks - La monstrueuse parade;1932;Tous publics;64;7,8;48 215;$0.63M;Drama; Horror;
551;Frankenstein;1931;Tous publics;70;7,8;;;Drama; Horror; Sci-Fi
552;Les Innocents;1961;12;100;7,8;31 574;$2.62M;Horror;;
553;La fiancée de Frankenstein;1935;Tous publics;75;7,8;50 455;$4.36M;Drama; Horror; Sci-Fi
554;Get Out;2017;12;104;7,7;638 857;$176.04M;Horror; Mystery; Thriller
555;Evil Dead 2;1987;13;84;7,7;172 503;$5.92M;Comedy; Horror;
556;La Nuit des masques;1978;16;91;7,7;288 232;$47.00M;Horror; Thriller;
557;L'invasion des profanateurs de sépultures;1956;Tous publics;80;7,7;;;Drama; Horror; Sci-Fi
558;American Psycho;2000;16;102;7,6;653 717;$15.07M;Crime; Drama; Horror
559;Saw;2004;16 avec avertissement;103;7,6;434 435;$56.00M;Horror; Mystery; Thriller
560;Dernier train pour Busan;2016;12;118;7,6;233 709;$2.13M;Action; Horror; Thriller
561;Bienvenue à Zombieland;2009;Tous publics;88;7,6;594 293;$75.59M;Action; Comedy; Horror
562;Les Oiseaux;1963;13;119;7,6;195 608;$11.40M;Drama; Horror; Mystery
563;La Mouche;1986;13;96;7,6;190 546;$40.46M;Drama; Horror; Sci-Fi
564;Les autres;2001;12;101;7,6;376 075;$96.52M;Horror; Mystery; Thriller
565;Vampires en toute intimité;2014;Tous publics;86;7,6;189 882;$3.33M;Comedy; Horror;
566;La piel que habito;2011;Tous publics;120;7,6;158 004;$3.19M;Drama; Horror; Mystery
567;Les yeux sans visage;1960;16;90;7,6;33 187;$0.05M;Drama; Horror;
568;Répulsion;1965;16;105;7,6;;;Drama; Horror; Thriller
569;Le voyeur;1960;Tous publics;101;7,6;37 100;$0.08M;Drama; Horror; Thriller
570;Ne coupez pas!;2017;Tous publics avec avertissement;96;7,6;;;Comedy; Drama; Horror
571;L'Homme invisible;1933;Tous publics;71;7,6;;;Horror; Sci-Fi;
572;Vampire Hunter D: Bloodlust;2000;Tous publics;103;7,6;33 401;$0.15M;Animation; Action; Drama
573;Conjuring: Les dossiers Warren;2013;12;112;7,5;523 735;$137.40M;Horror; Mystery; Thriller
574;The Wicker Man;1973;Tous publics avec avertissement;88;7,5;84 776;$0.06M;Horror; Mystery; Thriller
575;Sans un bruit;2018;12;90;7,5;547 922;$188.02M;Drama; Horror; Sci-Fi
576;The Crow;1994;16;102;7,5;190 038;$50.69M;Action; Crime; Drama
577;28 jours plus tard;2002;16;113;7,5;424 415;$45.06M;Drama; Horror; Sci-Fi
578;Entretien avec un vampire;1994;12;123;7,5;332 134;$105.26M;Drama; Fantasy; Horror
579;Le Loup-garou de Londres;1981;13;97;7,5;112 602;$30.57M;Comedy; Horror;
580;Braindead;1992;16;104;7,5;99 924;$0.24M;Comedy; Fantasy; Horror
581;Whiplash;2014;Tous publics;106;8,5;901 237;$13.09M;Drama; Music;
582;Le pianiste;2002;Tous publics;150;8,5;853 992;$32.57M;Biography; Drama; Music
583;Coco;2017;Tous publics;105;8,4;531 894;$209.73M;Animation; Adventure; Comedy
584;Amadeus;1984;Tous publics;160;8,4;409 107;$51.97M;Biography; Drama; Music
585;Green Book: Sur les routes du sud;2018;Tous publics;130;8,2;517 122;$85.08M;Biography; Comedy; Drama
586;Certains l'aiment chaud;1959;12;121;8,2;272 709;$25.00M;Comedy; Music; Romance
587;Les chaussons rouges;1948;Tous publics;135;8,1;36 752;$10.90M;Drama; Music; Romance
588;Adieu, ma concubine;1993;Tous publics;171;8,1;30 739;$5.22M;Drama; Music; Romance
589;Sonate d'automne;1978;Tous publics;99;8,1;;;Drama; Music;
590;CODA;2021;13;111;8,0;;;Comedy; Drama; Music
591;La La Land;2016;Tous publics;128;8,0;613 707;$151.10M;Comedy; Drama; Music
592;Soul;2020;6;100;8,0;;;Animation; Adventure; Comedy
593;Pink Floyd: The Wall;1982;12;95;8,0;82 891;$22.24M;Drama; Fantasy; Music
594;La légende du pianiste sur l'océan;1998;Tous publics;169;8,0;66 487;$0.26M;Drama; Music; Romance
595;Presque célèbre;2000;Tous publics;122;7,9;283 162;$32.53M;Adventure; Comedy; Drama
596;Bohemian Rhapsody;2018;Tous publics;134;7,9;554 858;$216.43M;Biography; Drama; Music
597;Spinal Tap;1984;Tous publics;82;7,9;142 675;$4.74M;Comedy; Music;
598;Les Blues Brothers;1980;Tous publics;133;7,9;205 580;$57.23M;Action; Adventure; Comedy
599;Sing Street;2016;Tous publics;106;7,9;97 131;$3.24M;Comedy; Drama; Music
600;Trois couleurs: Bleu;1993;Tous publics;94;7,9;105 864;$1.32M;Drama; Music; Mystery
601;Gully Boy;2019;;154;7,9;41 227;$5.57M;Drama; Music; Romance
602;Walk the Line;2005;Tous publics;136;7,8;257 009;$119.52M;Biography; Drama; Music
603;N.W.A: Straight Outta Compton;2015;Tous publics avec avertissement;147;7,8;208 660;$161.20M;Biography; Drama; History
604;Once;2007;Tous publics;86;7,8;118 696;$9.44M;Drama; Music; Romance
605;Cabaret;1972;Tous publics;124;7,8;57 037;$42.77M;Drama; Music; Musical
606;Que le spectacle commence...;1979;Tous publics;123;7,8;33 369;$37.82M;Drama; Music; Musical
607;Les choristes;2004;Tous publics;97;7,8;64 494;$3.64M;Comedy; Drama; Music
608;Une nuit à l'opéra;1935;Tous publics;96;7,8;33 662;$2.54M;Comedy; Music; Musical
609;Secret Superstar;2017;Tous publics;150;7,8;;;Drama; Music;
610;O' Brother;2000;Tous publics;107;7,7;319 579;$45.51M;Adventure; Comedy; Crime
611;Sound of Metal;2019;Tous publics;120;7,7;;;Drama; Music;
612;Ray;2004;Tous publics;152;7,7;151 770;$75.33M;Biography; Drama; Music
613;Billy Elliot;2000;Tous publics;110;7,7;138 273;$22.00M;Drama; Music;
614;Fantasia;1940;Tous publics;124;7,7;99 591;$76.41M;Animation; Family; Fantasy
615;Hedwig and the Angry Inch;2001;Tous publics;95;7,7;36 445;$3.03M;Comedy; Drama; Music
616;La double vie de Véronique;1991;R;98;7,7;50 642;$2.00M;Drama; Fantasy; Music
617;Alabama Monroe;2012;Tous publics;111;7,7;41 986;$0.18M;Drama; Music; Romance
618;Les triplettes de Belleville;2003;Tous publics;80;7,7;55 670;$7.00M;Animation; Adventure; Comedy
619;Rockstar;2011;;159;7,7;46 228;$0.99M;Drama; Music; Romance
620;Joyeux Noël;2005;Tous publics;116;7,7;30 752;$1.05M;Drama; History; Music
621;Baby Driver;2017;Tous publics avec avertissement;113;7,6;564 723;$107.83M;Action; Crime; Drama
622;A Star is Born;2018;Tous publics;136;7,6;396 843;$215.29M;Drama; Music; Romance
623;Les Commitments;1991;R;118;7,6;36 890;$14.92M;Comedy; Drama; Music
624;Nashville;1975;Tous publics;160;7,6;27 328;$14.82M;Comedy; Drama; Music
625;Control;2007;Tous publics;122;7,6;66 889;$0.87M;Biography; Drama; Music
626;La Môme;2007;Tous publics;140;7,6;88 767;$10.30M;Biography; Drama; Music
627;Shine;1996;Tous publics;105;7,6;55 261;$35.81M;Biography; Drama; Music
628;Le violon rouge;1998;Tous publics;140;7,6;33 724;$9.47M;Drama; Music; Mystery
629;Tár;2022;Tous publics;158;7,5;;;Drama; Music;
630;La Pianiste;2001;16;131;7,5;67 518;$1.90M;Drama; Music;
631;Le Roi Lion;1994;Tous publics;88;8,5;1 082 777;$422.78M;Animation; Adventure; Drama
632;Hamilton;2020;12;160;8,3;;;Biography; Drama; History
633;Chantons sous la pluie;1952;Tous publics;103;8,3;248 483;$8.82M;Comedy; Musical; Romance
634;On ne vit qu'une seule fois;2011;;155;8,2;81 196;$3.11M;Comedy; Drama; Musical
635;Swades: Nous, le peuple;2004;;210;8,2;93 502;$1.22M;Drama; Musical;
636;Le magicien d'Oz;1939;Tous publics;102;8,1;409 654;$2.08M;Adventure; Family; Fantasy
637;La mélodie du bonheur;1965;Tous publics;172;8,1;244 080;$163.21M;Biography; Drama; Family
638;Lagaan;2001;Tous publics;224;8,1;116 802;$0.07M;Drama; Musical; Sport
639;Sholay;1975;;204;8,1;;;Action; Adventure; Comedy
640;Anand;1971;;122;8,1;;;Drama; Musical;
641;La La Land;2016;Tous publics;128;8,0;613 707;$151.10M;Comedy; Drama; Music
642;Aladdin;1992;Tous publics;90;8,0;435 318;$217.35M;Animation; Adventure; Comedy
643;La Belle et la Bête;1991;Tous publics;84;8,0;463 590;$218.97M;Animation; Family; Fantasy
644;Un violon sur le toit;1971;Tous publics;181;8,0;45 334;$80.50M;Drama; Family; Musical
645;Les Blues Brothers;1980;Tous publics;133;7,9;205 580;$57.23M;Action; Adventure; Comedy
646;L'étrange Noël de monsieur Jack;1993;Tous publics;76;7,9;351 048;$75.08M;Animation; Family; Fantasy
647;Dancer in the Dark;2000;Tous publics;140;7,9;112 881;$4.18M;Crime; Drama; Musical
648;New York masala;2003;Tous publics;186;7,9;71 790;$1.79M;Comedy; Drama; Musical
649;Willy Wonka au pays enchanté;1971;Tous publics;100;7,8;208 872;$4.00M;Family; Fantasy; Musical
650;Mary Poppins;1964;Tous publics;139;7,8;178 142;$102.27M;Comedy; Family; Fantasy
651;My Fair Lady;1964;Tous publics;170;7,8;98 322;$72.00M;Drama; Family; Musical
652;Cabaret;1972;Tous publics;124;7,8;57 037;$42.77M;Drama; Music; Musical
653;Que le spectacle commence...;1979;Tous publics;123;7,8;33 369;$37.82M;Drama; Music; Musical
654;Les parapluies de Cherbourg;1964;Tous publics;91;7,8;29 083;$0.03M;Drama; Musical; Romance
655;Soupe au canard;1933;Tous publics;69;7,8;;;Comedy; Musical;
656;Une nuit à l'opéra;1935;Tous publics;96;7,8;33 662;$2.54M;Comedy; Music; Musical
657;Veer-Zaara;2004;7;192;7,8;54 837;$2.92M;Drama; Family; Musical
658;Raiponce;2010;Tous publics;100;7,7;467 981;$200.82M;Animation; Adventure; Comedy
659;South Park, le film - Plus long, plus grand et pas coupé;1999;12;81;7,7;209 481;$52.04M;Animation; Comedy; Fantasy
660;Fantasia;1940;Tous publics;124;7,7;99 591;$76.41M;Animation; Family; Fantasy
661;Hedwig and the Angry Inch;2001;Tous publics;95;7,7;36 445;$3.03M;Comedy; Drama; Music
662;Noël chez les Muppets;1992;Tous publics;85;7,7;64 070;$27.28M;Comedy; Drama; Family
663;La petite sirène;1989;Tous publics;83;7,6;272 226;$111.54M;Animation; Adventure; Family
664;Vaiana : La Légende du bout du monde;2016;Tous publics;107;7,6;350 390;$248.76M;Animation; Adventure; Comedy
665;Pinocchio;2022;7;117;7,6;;;Animation; Drama; Family
666;Moulin Rouge;2001;Tous publics;127;7,6;290 981;$57.39M;Drama; Musical; Romance
667;Mulan;1998;Tous publics;87;7,6;298 339;$120.62M;Animation; Adventure; Comedy
668;West Side Story;1961;Tous publics;153;7,6;117 273;$43.66M;Crime; Drama; Musical
669;Le Livre de la jungle;1967;Tous publics;78;7,6;189 595;$141.84M;Animation; Adventure; Comedy
670;Blanche-Neige et les sept nains;1937;Tous publics;83;7,6;205 581;$184.93M;Animation; Adventure; Family
671;Les Muppets : Ça c'est du cinéma !;1979;Tous publics;95;7,6;37 481;$76.66M;Adventure; Comedy; Family
672;Baazigar;1993;;175;7,6;;;Crime; Drama; Musical
673;The Greatest Showman;2017;Tous publics;105;7,5;292 133;$174.34M;Biography; Drama; Musical
674;Les Misérables;2012;Tous publics;158;7,5;336 102;$148.81M;Drama; Musical; Romance
675;tick, tick... Boom!;2021;13;120;7,5;;;Biography; Comedy; Drama
676;Robin des Bois;1973;Tous publics;83;7,5;132 208;$32.06M;Animation; Adventure; Comedy
677;Hair;1979;Tous publics;121;7,5;38 781;$15.28M;Comedy; Drama; Musical
678;Pinocchio;1940;Tous publics;88;7,5;152 467;$84.25M;Animation; Adventure; Comedy
679;Monty Python, le sens de la vie;1983;Tous publics;107;7,5;122 294;$14.93M;Comedy; Musical;
680;Les aventures de Winnie l'ourson;1977;Tous publics;74;7,5;;;Animation; Adventure; Comedy
681;Aynabaji;2016;;147;9,0;;;Crime; Mystery; Thriller
682;Jai Bhim;2021;;164;8,8;;;Crime; Drama; Mystery
683;La ligne verte;1999;12;189;8,6;1 332 120;$136.80M;Crime; Drama; Fantasy
684;Seven;1995;12;127;8,6;1 693 649;$100.13M;Crime; Drama; Mystery
685;Le voyage de Chihiro;2001;Tous publics;125;8,6;787 478;$10.06M;Animation; Adventure; Family
686;Harakiri;1962;Tous publics;133;8,6;;;Action; Drama; Mystery
687;Sita Ramam;2022;;163;8,6;;;Action; Drama; Mystery
688;Le Prestige;2006;Tous publics;130;8,5;1 361 706;$53.09M;Drama; Mystery; Sci-Fi
689;Usual Suspects;1995;Tous publics;106;8,5;1 102 763;$23.34M;Crime; Drama; Mystery
690;Psychose;1960;18;109;8,5;686 325;$32.00M;Horror; Mystery; Thriller
691;Fenêtre sur cour;1954;Tous publics;112;8,5;501 078;$36.76M;Mystery; Thriller;
692;Old Boy;2003;16;120;8,4;594 853;$0.71M;Action; Drama; Mystery
693;Apocalypse Now;1979;Tous publics avec avertissement;147;8,4;681 059;$83.47M;Drama; Mystery; War
694;Memento;2000;Tous publics;113;8,4;1 261 320;$25.54M;Mystery; Thriller;
695;Coco;2017;Tous publics;105;8,4;531 894;$209.73M;Animation; Adventure; Comedy
696;La vie des autres;2006;Tous publics;137;8,4;396 157;$11.29M;Drama; Mystery; Thriller
697;Témoin à charge;1957;Tous publics;116;8,4;129 227;$8.18M;Crime; Drama; Mystery
698;Entre le ciel et l'enfer;1963;Tous publics;143;8,4;;;Crime; Drama; Mystery
699;Incendies;2010;Tous publics avec avertissement;131;8,3;183 402;$6.86M;Drama; Mystery;
700;Sueurs froides;1958;Tous publics;128;8,3;410 288;$3.20M;Mystery; Romance; Thriller
701;Citizen Kane;1941;Tous publics;119;8,3;449 990;$1.59M;Drama; Mystery;
702;La mort aux trousses;1959;Tous publics;136;8,3;334 096;$13.28M;Action; Adventure; Mystery
703;M le maudit;1931;Tous publics;118;8,3;161 461;$0.03M;Crime; Mystery; Thriller
704;Assurance sur la mort;1944;Tous publics;107;8,3;160 581;$5.72M;Crime; Drama; Film-Noir
705;Ratsasan;2018;;170;8,3;;;Action; Crime; Drama
706;Shutter Island;2010;12;138;8,2;1 357 010;$128.01M;Mystery; Thriller;
707;The Father;2020;Tous publics;97;8,2;;;Drama; Mystery;
708;The Thing;1982;13;109;8,2;437 594;$13.78M;Horror; Mystery; Sci-Fi
709;Sixième sens;1999;12;107;8,2;1 009 540;$293.51M;Drama; Mystery; Thriller
710;Chinatown;1974;12;130;8,2;334 131;$8.49M;Drama; Mystery; Thriller
711;L.A. Confidential;1997;Tous publics;138;8,2;592 351;$64.62M;Crime; Drama; Mystery
712;Dans ses yeux;2009;Tous publics;129;8,2;213 796;$6.39M;Drama; Mystery; Romance
713;Drishyam 2;2022;13;140;8,2;;;Crime; Drama; Mystery
714;Rashomon;1950;Tous publics;88;8,2;172 437;$0.10M;Crime; Drama; Mystery
715;Drishyam;2015;18;163;8,2;88 293;$0.74M;Crime; Drama; Mystery
716;Andhadhun;2018;;139;8,2;96 902;$1.37M;Crime; Mystery; Thriller
717;Prisoners;2013;12;153;8,1;743 369;$61.00M;Crime; Drama; Mystery
718;Les Dents de la mer;1975;13;124;8,1;622 341;$260.00M;Adventure; Mystery; Thriller
719;Gone Girl;2014;Tous publics avec avertissement;149;8,1;1 006 594;$167.77M;Drama; Mystery; Thriller
720;Harry Potter et les Reliques de la Mort : partie 2;2011;Tous publics;130;8,1;898 557;$381.01M;Adventure; Family; Fantasy
721;Memories of Murder;2003;Tous publics;131;8,1;195 037;$0.01M;Crime; Drama; Mystery
722;Le troisième homme;1949;Tous publics;104;8,1;175 143;$0.45M;Film-Noir; Mystery; Thriller
723;Rebecca;1940;Tous publics;130;8,1;140 583;$4.36M;Drama; Film-Noir; Mystery
724;Trois couleurs: Rouge;1994;Tous publics;99;8,1;106 166;$4.04M;Drama; Mystery; Romance
725;Les diaboliques;1955;Tous publics;117;8,1;67 298;$1.09M;Crime; Drama; Horror
726;The Tashkent Files;2019;;134;8,1;;;Drama; Mystery; Thriller
727;A Wednesday;2008;;104;8,1;;;Action; Crime; Drama
728;Guilty;2015;;132;8,1;36 414;$0.34M;Crime; Drama; Mystery
729;Article 15;2019;;130;8,1;;;Crime; Drama; Mystery
730;Kahaani;2012;;122;8,1;63 966;$1.04M;Mystery; Thriller;
731;Forrest Gump;1994;Tous publics;142;8,8;2 131 456;$330.25M;Drama; Romance;
732;La vie est belle;1997;Tous publics;116;8,6;709 849;$57.60M;Comedy; Drama; Romance
733;La vie est belle;1946;Tous publics;130;8,6;;;Drama; Family; Fantasy
734;Sita Ramam;2022;;163;8,6;;;Action; Drama; Mystery
735;Casablanca;1942;Tous publics;102;8,5;582 530;$1.02M;Drama; Romance; War
736;Cinéma Paradiso;1988;Tous publics;155;8,5;267 863;$11.99M;Drama; Romance;
737;Les temps modernes;1936;Tous publics;87;8,5;247 883;$0.16M;Comedy; Drama; Romance
738;Les lumières de la ville;1931;Tous publics;87;8,5;188 279;$0.02M;Comedy; Drama; Romance
739;96;2018;Tous publics;158;8,5;;;Drama; Romance;
740;Your Name.;2016;Tous publics;106;8,4;285 185;$5.02M;Animation; Drama; Fantasy
741;Dil Bechara;2020;;101;8,4;;;Comedy; Drama; Romance
742;Will Hunting;1997;Tous publics;126;8,3;1 001 167;$138.43M;Drama; Romance;
743;Eternal Sunshine of the Spotlessd;2004;Tous publics;108;8,3;1 029 459;$34.40M;Drama; Romance; Sci-Fi
744;Chantons sous la pluie;1952;Tous publics;103;8,3;248 483;$8.82M;Comedy; Musical; Romance
745;Le fabuleux destin d'Amélie Poulain;2001;Tous publics;122;8,3;768 701;$33.23M;Comedy; Romance;
746;Sueurs froides;1958;Tous publics;128;8,3;410 288;$3.20M;Mystery; Romance; Thriller
747;La garçonnière;1960;Tous publics;125;8,3;186 259;$18.60M;Comedy; Drama; Romance
748;Chhichhore;2019;;143;8,3;57 577;$0.90M;Comedy; Drama; Romance
749;Autant en emporte le vent;1939;Tous publics;238;8,2;321 986;$198.68M;Drama; Romance; War
750;Certains l'aiment chaud;1959;12;121;8,2;272 709;$25.00M;Comedy; Music; Romance
751;Dans ses yeux;2009;Tous publics;129;8,2;213 796;$6.39M;Drama; Mystery; Romance
752;On ne vit qu'une seule fois;2011;;155;8,2;81 196;$3.11M;Comedy; Drama; Musical
753;Jeu dangereux;1942;Tous publics;99;8,2;;;Comedy; Romance; War
754;Sherlock Junior;1924;Tous publics;45;8,2;52 260;$0.98M;Action; Comedy; Romance
755;Mademoiselle;2016;12 avec avertissement;145;8,1;156 411;$2.01M;Drama; Romance; Thriller
756;Before Sunrise;1995;Tous publics;101;8,1;319 588;$5.54M;Drama; Romance;
757;La mélodie du bonheur;1965;Tous publics;172;8,1;244 080;$163.21M;Biography; Drama; Family
758;In the Mood for Love;2000;Tous publics;98;8,1;156 350;$2.73M;Drama; Romance;
759;Before Sunset;2004;Tous publics;80;8,1;273 238;$5.82M;Drama; Romance;
760;Rebecca;1940;Tous publics;130;8,1;140 583;$4.36M;Drama; Film-Noir; Mystery
761;Trois couleurs: Rouge;1994;Tous publics;99;8,1;106 166;$4.04M;Drama; Mystery; Romance
762;New York - Miami;1934;Tous publics;105;8,1;107 051;$4.36M;Comedy; Romance;
763;Les Plus Belles Années de notre vie;1946;Tous publics;170;8,1;66 955;$23.65M;Drama; Romance; War
764;Une femme sous influence;1974;Tous publics;155;8,1;26 695;$13.34M;Drama; Romance;
765;Les fraises sauvages;1957;Tous publics;91;8,1;;;Drama; Romance;
766;Les chaussons rouges;1948;Tous publics;135;8,1;36 752;$10.90M;Drama; Music; Romance
767;Adieu, ma concubine;1993;Tous publics;171;8,1;30 739;$5.22M;Drama; Music; Romance
768;Yi yi;2000;Tous publics;173;8,1;26 146;$1.14M;Drama; Romance;
